ঢাকা,,,,
ঢাকা,ঢাকা ,ডেমরা ,ডেমরা ,১৩৬০ 
ময়মনসিংহ,খুলনা ,সাজিয়ারা ,সাজিয়ারা ,৯২৫০ 
ময়মনসিংহ,খুলনা ,সাজিয়ারা ,শাহাপুর ,৯২৫৩ 
ময়মনসিংহ,খুলনা ,Terakhada ,পাক বারাসত ,৯২৩১ 
ময়মনসিংহ,খুলনা ,Terakhada ,Terakhada ,৯২৩০ 
ময়মনসিংহ,কুষ্টিয়া ,ভেড়ামারা ,Allardarga ,৭০৪২ 
ময়মনসিংহ,কুষ্টিয়া ,ভেড়ামারা ,ভেড়ামারা ,৭০৪০ 
ময়মনসিংহ,কুষ্টিয়া ,ভেড়ামারা ,গঙ্গা ভেড়ামারা ,৭০৪১ 
ময়মনসিংহ,কুষ্টিয়া ,Janipur ,Janipur ,৭০২০ 
ময়মনসিংহ,কুষ্টিয়া ,Janipur ,খোকসা ,৭০২১ 
ময়মনসিংহ,কুষ্টিয়া ,কুমারখালী ,কুমারখালী ,৭০১০ 
ময়মনসিংহ,কুষ্টিয়া ,কুমারখালী ,পান্টি ,৭০১১ 
ময়মনসিংহ,কুষ্টিয়া ,কুষ্টিয়া সদর ,ইসলামী বিশ্ববিদ্যালয় ,৭০০৩ 
ময়মনসিংহ,কুষ্টিয়া ,কুষ্টিয়া সদর ,Jagati ,৭০০২ 
ময়মনসিংহ,কুষ্টিয়া ,কুষ্টিয়া সদর ,কুষ্টিয়া মোহিনী ,৭০০১ 
ময়মনসিংহ,কুষ্টিয়া ,কুষ্টিয়া সদর ,কুষ্টিয়া সদর ,৭০০০ 
ময়মনসিংহ,কুষ্টিয়া ,মিরপুর ,আমলা সদরপুর ,৭০৩২ 
ময়মনসিংহ,কুষ্টিয়া ,মিরপুর ,মিরপুর ,৭০৩০ 
ময়মনসিংহ,কুষ্টিয়া ,মিরপুর ,Poradaha ,৭০৩১ 
ময়মনসিংহ,কুষ্টিয়া ,রাফায়েতপুর ,Khasmathurapur ,৭০৫২ 
ময়মনসিংহ,কুষ্টিয়া ,রাফায়েতপুর ,রাফায়েতপুর ,৭০৫০ 
ময়মনসিংহ,কুষ্টিয়া ,রাফায়েতপুর ,Taragunia ,৭০৫১ 
ময়মনসিংহ,মাগুরা ,আড়পাড়া ,আড়পাড়া ,৭৬২০ 
ময়মনসিংহ,মাগুরা ,মাগুরা সদর ,মাগুরা সদর ,৭৬০০ 
ময়মনসিংহ,মাগুরা ,মোহাম্মদপুর ,বিনোদপুর ,৭৬৩১ 
ময়মনসিংহ,মাগুরা ,মোহাম্মদপুর ,মোহাম্মদপুর ,৭৬৩০ 
ময়মনসিংহ,মাগুরা ,মোহাম্মদপুর ,Nahata ,৭৬৩২ 
ময়মনসিংহ,মাগুরা ,শ্রীপুর ,Langalbadh ,৭৬১১ 
ময়মনসিংহ,মাগুরা ,শ্রীপুর ,Nachol ,৭৬১২ 
ময়মনসিংহ,মাগুরা ,শ্রীপুর ,শ্রীপুর ,৭৬১০ 
ময়মনসিংহ,মেহেরপুর ,গাংনী ,গাংনী ,৭১১০ 
ময়মনসিংহ,মেহেরপুর ,মেহেরপুর সদর ,Amjhupi ,৭১০১ 
ময়মনসিংহ,মেহেরপুর ,মেহেরপুর সদর ,Amjhupi ,৭১৫২ 
ময়মনসিংহ,মেহেরপুর ,মেহেরপুর সদর ,মেহেরপুর সদর ,৭১০০ 
ময়মনসিংহ,মেহেরপুর ,মেহেরপুর সদর ,মুজিব নগর কমপ্লেক্স ,৭১০২ 
ময়মনসিংহ,নড়াইল ,কালিয়া ,কালিয়া ,৭৫২০ 
ময়মনসিংহ,নড়াইল ,লক্ষ্মীপাশা ,Baradia ,৭৫১৪ 
ময়মনসিংহ,নড়াইল ,লক্ষ্মীপাশা ,ইটনা ,৭৫১২ 
ময়মনসিংহ,নড়াইল ,লক্ষ্মীপাশা ,লক্ষ্মীপাশা ,৭৫১০ 
ময়মনসিংহ,নড়াইল ,লক্ষ্মীপাশা ,লোহাগড়া ,৭৫১১ 
ময়মনসিংহ,নড়াইল ,লক্ষ্মীপাশা ,Naldi ,৭৫১৩ 
ময়মনসিংহ,নড়াইল ,Mohajan ,Mohajan ,৭৫২১ 
ময়মনসিংহ,নড়াইল ,নড়াইল সদর ,নড়াইল সদর ,৭৫০০ 
ময়মনসিংহ,নড়াইল ,নড়াইল সদর ,Ratanganj ,৭৫০১ 
ময়মনসিংহ,সাতক্ষীরা ,আশাশুনির ,আশাশুনির ,৯৪৬০ 
ময়মনসিংহ,সাতক্ষীরা ,আশাশুনির ,বড়দল ,৯৪৬১ 
ময়মনসিংহ,সাতক্ষীরা ,Debbhata ,Debbhata ,৯৪৩০ 
ময়মনসিংহ,সাতক্ষীরা ,Debbhata ,Gurugram ,৯৪৩১ 
ময়মনসিংহ,সাতক্ষীরা ,কলারোয়া ,Chandanpur ,৯৪১৫ 
ময়মনসিংহ,সাতক্ষীরা ,কলারোয়া ,Hamidpur ,৯৪১৩ 
ময়মনসিংহ,সাতক্ষীরা ,কলারোয়া ,ঝাউডাঙ্গা ,৯৪১২ 
ময়মনসিংহ,সাতক্ষীরা ,কলারোয়া ,কলারোয়া ,৯৪১০ 
ময়মনসিংহ,সাতক্ষীরা ,কলারোয়া ,Khordo ,৯৪১৪ 
ময়মনসিংহ,সাতক্ষীরা ,কলারোয়া ,মুরারীকাঠী ,৯৪১১ 
ময়মনসিংহ,সাতক্ষীরা ,কালীগঞ্জ Upo ,কালীগঞ্জ Upo ,৯৪৪০ 
ময়মনসিংহ,সাতক্ষীরা ,কালীগঞ্জ Upo ,নলতা Mubaroknagar ,৯৪৪১ 
ময়মনসিংহ,সাতক্ষীরা ,কালীগঞ্জ Upo ,রতনপুর ,৯৪৪২ 
ময়মনসিংহ,সাতক্ষীরা ,নকিপুর ,বুড়ি Goalini ,৯৪৫৩ 
ময়মনসিংহ,সাতক্ষীরা ,নকিপুর ,গাবুরা ,৯৪৫৪ 
ময়মনসিংহ,সাতক্ষীরা ,নকিপুর ,Habinagar ,৯৪৫৫ 
ময়মনসিংহ,সাতক্ষীরা ,নকিপুর ,নকিপুর ,৯৪৫০ 
ময়মনসিংহ,সাতক্ষীরা ,নকিপুর ,Naobeki ,৯৪৫২ 
ময়মনসিংহ,সাতক্ষীরা ,নকিপুর ,Noornagar ,৯৪৫১ 
ময়মনসিংহ,সাতক্ষীরা ,সাতক্ষীরা সদর ,Budhhat ,৯৪০৩ 
ময়মনসিংহ,সাতক্ষীরা ,সাতক্ষীরা সদর ,Gunakar Kati ,৯৪০২ 
ময়মনসিংহ,সাতক্ষীরা ,সাতক্ষীরা সদর ,সাতক্ষীরা ইসলামিয়া Acc ,৯৪০১ 
ময়মনসিংহ,সাতক্ষীরা ,সাতক্ষীরা সদর ,সাতক্ষীরা সদর ,৯৪০০ 
ময়মনসিংহ,সাতক্ষীরা ,তালা ,পাটকেলঘাটা ,৯৪২১ 
ময়মনসিংহ,সাতক্ষীরা ,তালা ,তালা ,৯৪২০ 
চট্টগ্রাম,,,,
চট্টগ্রাম,হবিগঞ্জ ,আজমিরীগঞ্জ ,আজমিরীগঞ্জ ,৩৩৬০ 
চট্টগ্রাম,হবিগঞ্জ ,বানিয়াচং ,বানিয়াচং ,৩৩৫০ 
চট্টগ্রাম,হবিগঞ্জ ,বাহুবল ,বাহুবল সদর ,৩৩১০ 
চট্টগ্রাম,হবিগঞ্জ ,বাহুবল ,মানিকা বাজার ,৩৩১০ 
চট্টগ্রাম,হবিগঞ্জ ,বানিয়াচং ,যাত্রাপাশা ,৩৩৫১ 
চট্টগ্রাম,হবিগঞ্জ ,বানিয়াচং ,কাদিরগঞ্জ ,৩৩৫২ 
চট্টগ্রাম,হবিগঞ্জ ,চুনারুঘাট ,চাঁদপুরবাগান ,৩৩২১ 
চট্টগ্রাম,হবিগঞ্জ ,চুনারুঘাট ,চুনারুঘাট ,৩৩২০ 
চট্টগ্রাম,হবিগঞ্জ ,চুনারুঘাট ,নরপাটি ,৩৩২২ 
চট্টগ্রাম,হবিগঞ্জ ,হবিগঞ্জ সদর ,গোপায়া ,৩৩০২ 
চট্টগ্রাম,হবিগঞ্জ ,হবিগঞ্জ সদর ,হবিগঞ্জ সদর ,৩৩০০ 
চট্টগ্রাম,হবিগঞ্জ ,হবিগঞ্জ সদর ,শায়েস্তাগঞ্জ ,৩৩০১ 
চট্টগ্রাম,হবিগঞ্জ ,কালাউক ,কালাউক ,৩৩৪০ 
চট্টগ্রাম,হবিগঞ্জ ,কালাউক ,লাখাই ,৩৩৪১ 
চট্টগ্রাম,হবিগঞ্জ ,মাধবপুর ,ইটাখোলা ,৩৩৩১ 
চট্টগ্রাম,হবিগঞ্জ ,মাধবপুর ,মাধবপুর ,৩৩৩০ 
চট্টগ্রাম,হবিগঞ্জ ,মাধবপুর ,সাইহাম নগর ,৩৩৩৩ 
চট্টগ্রাম,হবিগঞ্জ ,মাধবপুর ,শাহজিবাজার ,৩৩৩২ 
চট্টগ্রাম,হবিগঞ্জ ,নবীগঞ্জ ,দিগলবাক ,৩৩৭৩ 
চট্টগ্রাম,হবিগঞ্জ ,নবীগঞ্জ ,গোলডুবা ,৩৩৭২ 
চট্টগ্রাম,হবিগঞ্জ ,নবীগঞ্জ ,গোপলারবাজার ,৩৩৭১ 
চট্টগ্রাম,হবিগঞ্জ ,নবীগঞ্জ ,ইনাতগঞ্জ ,৩৩৭৪ 
চট্টগ্রাম,হবিগঞ্জ ,নবীগঞ্জ ,নবীগঞ্জ ,৩৩৭০ 
চট্টগ্রাম,মৌলভীবাজার ,বড়লেখা ,বড়লেখা ,৩২৫০ 
চট্টগ্রাম,মৌলভীবাজার ,বড়লেখা ,দক্ষিণবাগ ,৩২৫২ 
চট্টগ্রাম,মৌলভীবাজার ,বড়লেখা ,জুড়ী ,৩২৫১ 
চট্টগ্রাম,মৌলভীবাজার ,বড়লেখা ,পূর্বাশাহাবাজপুর ,৩২৫৩ 
চট্টগ্রাম,মৌলভীবাজার ,কমলগঞ্জ ,কমলগঞ্জ ,৩২২০ 
চট্টগ্রাম,মৌলভীবাজার ,কমলগঞ্জ ,কেরামত নগর ,৩২২১ 
চট্টগ্রাম,মৌলভীবাজার ,কমলগঞ্জ ,মুন্সীবাজার ,৩২২৪ 
চট্টগ্রাম,মৌলভীবাজার ,কমলগঞ্জ ,পাত্রখোলা ,৩২২২ 
চট্টগ্রাম,মৌলভীবাজার ,কমলগঞ্জ ,শমসের নগর ,৩২২৩ 
চট্টগ্রাম,মৌলভীবাজার ,কুলাউড়া ,বরমচাল ,৩২৩৭ 
চট্টগ্রাম,মৌলভীবাজার ,কুলাউড়া ,কাজলধারা ,৩২৩৪ 
চট্টগ্রাম,মৌলভীবাজার ,কুলাউড়া ,করিমপুর ,৩২৩৫ 
চট্টগ্রাম,মৌলভীবাজার ,কুলাউড়া ,কুলাউড়া ,৩২৩০ 
চট্টগ্রাম,মৌলভীবাজার ,কুলাউড়া ,লংলা ,৩২৩২ 
চট্টগ্রাম,মৌলভীবাজার ,কুলাউড়া ,পৃথিমপাশা ,৩২৩৩ 
চট্টগ্রাম,মৌলভীবাজার ,কুলাউড়া ,টিলাগাও ,৩২৩১ 
চট্টগ্রাম,মৌলভীবাজার ,মৌলভীবাজার সদর ,আফরোজগঞ্জ ,৩২০৩ 
চট্টগ্রাম,মৌলভীবাজার ,মৌলভীবাজার সদর ,বারাকাপান ,৩২০১ 
চট্টগ্রাম,মৌলভীবাজার ,মৌলভীবাজার সদর ,মনুমুখ ,৩২০২ 
চট্টগ্রাম,মৌলভীবাজার ,মৌলভীবাজার সদর ,মৌলভীবাজার সদর ,৩২০০ 
চট্টগ্রাম,মৌলভীবাজার ,রাজনগর ,রাজনগর ,৩২৪০ 
চট্টগ্রাম,মৌলভীবাজার ,শ্রীমঙ্গল ,কালীঘাট ,৩২১২ 
চট্টগ্রাম,মৌলভীবাজার ,শ্রীমঙ্গল ,খেজুরীছড়া ,৩২১৩ 
চট্টগ্রাম,মৌলভীবাজার ,শ্রীমঙ্গল ,নারায়ন ছড়া ,৩২১১ 
চট্টগ্রাম,মৌলভীবাজার ,শ্রীমঙ্গল ,সাতগাঁও ,৩২১৪ 
চট্টগ্রাম,মৌলভীবাজার ,শ্রীমঙ্গল ,শ্রীমঙ্গল ,৩২১০ 
চট্টগ্রাম,সুনামগঞ্জ ,বিশম্ভরপুর ,বিশম্ভরপুর ,৩০১০ 
চট্টগ্রাম,সুনামগঞ্জ ,ছাতক ,ছাতক ,৩০৮০ 
চট্টগ্রাম,সুনামগঞ্জ ,ছাতক ,ছাতক সিমেন্ট ফ্যাক্টরি ,৩০৮১ 
চট্টগ্রাম,সুনামগঞ্জ ,ছাতক ,ছাতক পেপার মিলস ,৩০৮২ 
চট্টগ্রাম,সুনামগঞ্জ ,ছাতক ,চৌরঙ্গী বাজার ,৩৮৯৩ 
চট্টগ্রাম,সুনামগঞ্জ ,ছাতক ,গোবিন্দগঞ্জ ,৩০৮৩ 
চট্টগ্রাম,সুনামগঞ্জ ,ছাতক ,গোবিন্দগঞ্জ নতুন বাজার ,৩০৮৪ 
চট্টগ্রাম,সুনামগঞ্জ ,ছাতক ,ইসলামাবাদ ,৩০৮৮ 
চট্টগ্রাম,সুনামগঞ্জ ,ছাতক ,জাহিদপুর ,৩০৮৭ 
চট্টগ্রাম,সুনামগঞ্জ ,ছাতক ,খুরমা ,৩০৮৫ 
চট্টগ্রাম,সুনামগঞ্জ ,ছাতক ,মৈনপুর ,৩০৮৬ 
চট্টগ্রাম,সুনামগঞ্জ ,দিরাই চাঁদপুর ,দিরাই চাঁদপুর ,৩০৪০ 
চট্টগ্রাম,সুনামগঞ্জ ,দিরাই চাঁদপুর ,জগদল ,৩০৪১ 
চট্টগ্রাম,সুনামগঞ্জ ,দুয়ারা বাজার ,দুয়ারা বাজার ,৩০৭০ 
চট্টগ্রাম,সুনামগঞ্জ ,ঘুঙ্গিয়ার ,ঘুঙ্গিয়ার ,৩০৫০ 
চট্টগ্রাম,সুনামগঞ্জ ,জগন্নাথপুর ,আতুয়াজান ,৩০৬২ 
চট্টগ্রাম,সুনামগঞ্জ ,জগন্নাথপুর ,হাসান ফাতেমাপুর ,৩০৬৩ 
চট্টগ্রাম,সুনামগঞ্জ ,জগন্নাথপুর ,জগন্নাথপুর ,৩০৬০ 
চট্টগ্রাম,সুনামগঞ্জ ,জগন্নাথপুর ,রাসূলগঞ্জ ,৩০৬৪ 
চট্টগ্রাম,সুনামগঞ্জ ,জগন্নাথপুর ,শিরামসি ,৩০৬৫ 
চট্টগ্রাম,সুনামগঞ্জ ,জগন্নাথপুর ,সৈয়দপুর ,৩০৬১ 
চট্টগ্রাম,সুনামগঞ্জ ,সাচনা ,সাচনা ,৩০২০ 
চট্টগ্রাম,সুনামগঞ্জ ,সুনামগঞ্জ সদর ,পাগলা ,৩০০১ 
চট্টগ্রাম,সুনামগঞ্জ ,সুনামগঞ্জ সদর ,পাথারিয়া ,৩০০২ 
চট্টগ্রাম,সুনামগঞ্জ ,সুনামগঞ্জ সদর ,সুনামগঞ্জ সদর ,৩০০০ 
চট্টগ্রাম,সুনামগঞ্জ ,তাহিরপুর ,তাহিরপুর ,৩০৩০ 
চট্টগ্রাম,সিলেট ,বালাগঞ্জ ,বালাগঞ্জ ,৩১২০ 
চট্টগ্রাম,সিলেট ,বালাগঞ্জ ,বেগমপুর ,৩১২৫ 
চট্টগ্রাম,সিলেট ,বালাগঞ্জ ,ব্রহ্ম শাসন ,৩১২২ 
চট্টগ্রাম,সিলেট ,বালাগঞ্জ ,গহরপুর ,৩১২৮ 
চট্টগ্রাম,সিলেট ,বালাগঞ্জ ,গোয়ালা বাজার ,৩১২৪ 
চট্টগ্রাম,সিলেট ,বালাগঞ্জ ,করুয়া ,৩১২১ 
চট্টগ্রাম,সিলেট ,বালাগঞ্জ ,কাঁঠাল খাইর ,৩১২৭ 
চট্টগ্রাম,সিলেট ,বালাগঞ্জ ,নতুন বাজার ,৩১২৯ 
চট্টগ্রাম,সিলেট ,বালাগঞ্জ ,ওমরপুর ,৩১২৬ 
চট্টগ্রাম,সিলেট ,বালাগঞ্জ ,তাজপুর ,৩১২৩ 
চট্টগ্রাম,সিলেট ,বিয়ানীবাজার ,বিয়ানীবাজার ,৩১৭০ 
চট্টগ্রাম,সিলেট ,বিয়ানীবাজার ,চারখাই ,৩১৭৫ 
চট্টগ্রাম,সিলেট ,বিয়ানীবাজার ,জলঢুপ ,৩১৭১ 
চট্টগ্রাম,সিলেট ,বিয়ানীবাজার ,কুড়ার বাজার ,৩১৭৩ 
চট্টগ্রাম,সিলেট ,বিয়ানীবাজার ,মাথিউরা ,৩১৭২ 
চট্টগ্রাম,সিলেট ,বিয়ানীবাজার ,সালিয়া বাজার ,৩১৭৪ 
চট্টগ্রাম,সিলেট ,বিশ্বনাথ ,বিশ্বনাথ ,৩১৩০ 
চট্টগ্রাম,সিলেট ,বিশ্বনাথ ,দশঘর ,৩১৩১ 
চট্টগ্রাম,সিলেট ,বিশ্বনাথ ,দেওকলস ,৩১৩৩ 
চট্টগ্রাম,সিলেট ,বিশ্বনাথ ,দৌলতপুর ,৩১৩২ 
চট্টগ্রাম,সিলেট ,বিশ্বনাথ ,সিঙ্গার কাঞ্চ ,৩১৩৪ 
চট্টগ্রাম,সিলেট ,ফেঞ্চুগঞ্জ ,ফেঞ্চুগঞ্জ ,৩১১৬ 
চট্টগ্রাম,সিলেট ,ফেঞ্চুগঞ্জ ,ফেঞ্চুগঞ্জ সার কারখানা ,৩১১৭ 
চট্টগ্রাম,সিলেট ,গোয়াইনহাট ,চিকনাগুলি ,৩১৫২ 
চট্টগ্রাম,সিলেট ,গোয়াইনহাট ,গোয়াইনহাট ,৩১৫০ 
চট্টগ্রাম,সিলেট ,গোয়াইনহাট ,জাফলং ,৩১৫১ 
চট্টগ্রাম,সিলেট ,গোলাপগঞ্জ ,বাণীগ্রাম ,৩১৬৪ 
চট্টগ্রাম,সিলেট ,গোলাপগঞ্জ ,চন্দনপুর ,৩১৬৫ 
চট্টগ্রাম,সিলেট ,গোলাপগঞ্জ ,দক্ষিণ ভাদাশরে ,৩১৬২ 
চট্টগ্রাম,সিলেট ,গোলাপগঞ্জ ,ঢাকা দক্ষিণ ,৩১৬১ 
চট্টগ্রাম,সিলেট ,গোলাপগঞ্জ ,গোলাপগঞ্জ ,৩১৬০ 
চট্টগ্রাম,সিলেট ,গোলাপগঞ্জ ,রানাপিং ,৩১৬৩ 
চট্টগ্রাম,সিলেট ,জৈন্তাপুর ,জৈন্তাপুর ,৩১৫৬ 
চট্টগ্রাম,সিলেট ,জকিগঞ্জ ,ইছামতি ,৩১৯১ 
চট্টগ্রাম,সিলেট ,জকিগঞ্জ ,জকিগঞ্জ ,৩১৯০ 
চট্টগ্রাম,সিলেট ,কানাইঘাট ,চটুলবাজার ,৩১৮১ 
চট্টগ্রাম,সিলেট ,কানাইঘাট ,গাছবাড়ী ,৩১৮৩ 
চট্টগ্রাম,সিলেট ,কানাইঘাট ,কানাইঘাট ,৩১৮০ 
চট্টগ্রাম,সিলেট ,কানাইঘাট ,মানিকগঞ্জ ,৩১৮২ 
চট্টগ্রাম,সিলেট ,কোম্পানীগঞ্জ ,কোম্পানীগঞ্জ ,৩১৪০ 
চট্টগ্রাম,সিলেট ,সিলেট সদর ,বিরাহিমপুর ,৩১০৬ 
চট্টগ্রাম,সিলেট ,সিলেট সদর ,জালালাবাদ ,৩১০৭ 
চট্টগ্রাম,সিলেট ,সিলেট সদর ,জালালাবাদ সেনানিবাস ,৩১০৪ 
চট্টগ্রাম,সিলেট ,সিলেট সদর ,কদমতলী ,৩১১১ 
চট্টগ্রাম,সিলেট ,সিলেট সদর ,কামালবাজার ,৩১১২ 
চট্টগ্রাম,সিলেট ,সিলেট সদর ,খাদিমনগর ,৩১০৩ 
চট্টগ্রাম,সিলেট ,সিলেট সদর ,লালবাজার ,৩১১৩ 
চট্টগ্রাম,সিলেট ,সিলেট সদর ,মগ্লা ,৩১০৮ 
চট্টগ্রাম,সিলেট ,সিলেট সদর ,রাঙ্গা হাজীগঞ্জ ,৩১০৯ 
চট্টগ্রাম,সিলেট ,সিলেট সদর ,শাহ্‌জালাল বিজ্ঞান ও প্রযুক্তি ,৩১১৪ 
চট্টগ্রাম,সিলেট ,সিলেট সদর ,সিলাম ,৩১০৫ 
চট্টগ্রাম,সিলেট ,সিলেট সদর ,সিলেট সদর ,৩১০০ 
চট্টগ্রাম,সিলেট ,সিলেট সদর ,সিলেট বিমান বন্দর ,৩১০২ 
চট্টগ্রাম,সিলেট ,সিলেট সদর ,সিলেট ক্যাডেট কলেজ ,৩১০১ 
খুলনা,,,,
খুলনা,বরগুনা ,আমতলী ,আমতলী ,৮৭১০ 
খুলনা,বরগুনা ,বামনা ,বামনা ,৮৭৩০ 
খুলনা,বরগুনা ,বরগুনা সদর ,বরগুনা সদর ,৮৭০০ 
খুলনা,বরগুনা ,বরগুনা সদর ,নালি বন্দর ,৮৭০১ 
খুলনা,বরগুনা ,বেতাগী ,বেতাগী ,৮৭৪০ 
খুলনা,বরগুনা ,বেতাগী ,দারুল ঊলম ,৮৭৪১ 
খুলনা,বরগুনা ,পাথরঘাটা ,কাকচিড়া ,৮৭২১ 
খুলনা,বরগুনা ,পাথরঘাটা ,পাথরঘাটা ,৮৭২০ 
খুলনা,বরিশাল ,আগাইলঝড়া ,আগাইলঝড়া ,৮২৪০ 
খুলনা,বরিশাল ,আগাইলঝড়া ,গাইলা ,৮২৪১ 
খুলনা,বরিশাল ,আগাইলঝড়া ,পয়সারহাট ,৮২৪২ 
খুলনা,বরিশাল ,বাবুগঞ্জ ,বাবুগঞ্জ ,৮২১০ 
খুলনা,বরিশাল ,বাবুগঞ্জ ,বরিশাল ক্যাডেট ,৮২১৬ 
খুলনা,বরিশাল ,বাবুগঞ্জ ,চাঁদপাশা ,৮২১২ 
খুলনা,বরিশাল ,বাবুগঞ্জ ,মাধবপাশা ,৮২১৩ 
খুলনা,বরিশাল ,বাবুগঞ্জ ,নিজামউদ্দিন কলেজ ,৮২১৫ 
খুলনা,বরিশাল ,বাবুগঞ্জ ,রহমতপুর ,৮২১১ 
খুলনা,বরিশাল ,বাবুগঞ্জ ,ঠাকুর মল্লিক ,৮২১৪ 
খুলনা,বরিশাল ,বড়জালিয়া ,বড়জালিয়া ,৮২৬০ 
খুলনা,বরিশাল ,বড়জালিয়া ,ওসমান মঞ্জিল ,৮২৬১ 
খুলনা,বরিশাল ,বরিশাল সদর ,বরিশাল সদর ,৮২০০ 
খুলনা,বরিশাল ,বরিশাল সদর ,বুখায়নগর ,৮২০১ 
খুলনা,বরিশাল ,বরিশাল সদর ,জাগুয়ারহাট ,৮২০৬ 
খুলনা,বরিশাল ,বরিশাল সদর ,কাশীপুর ,৮২০৫ 
খুলনা,বরিশাল ,বরিশাল সদর ,পাতাং ,৮২০৪ 
খুলনা,বরিশাল ,বরিশাল সদর ,সাহেবেরহাট ,৮২০২ 
খুলনা,বরিশাল ,বরিশাল সদর ,সুগন্দিয়া ,৮২০৩ 
খুলনা,বরিশাল ,গৌরনদী ,বাটাজোর ,৮২৩৩ 
খুলনা,বরিশাল ,গৌরনদী ,গৌরনদী ,৮২৩০ 
খুলনা,বরিশাল ,গৌরনদী ,কাসেমাবাদ ,৮২৩২ 
খুলনা,বরিশাল ,গৌরনদী ,তার্কি বন্দর ,৮২৩১ 
খুলনা,বরিশাল ,মেহেন্দিগঞ্জ ,লেঙ্গুটিয়া ,৮২৭৪ 
খুলনা,বরিশাল ,মেহেন্দিগঞ্জ ,লস্করপুর ,৮২৭১ 
খুলনা,বরিশাল ,মেহেন্দিগঞ্জ ,মেহেন্দিগঞ্জ ,৮২৭০ 
খুলনা,বরিশাল ,মেহেন্দিগঞ্জ ,নালগোরা ,৮২৭৩ 
খুলনা,বরিশাল ,মেহেন্দিগঞ্জ ,উলানিয়া ,৮২৭২ 
খুলনা,বরিশাল ,মুলাদী ,চরকালেখাঁ ,৮২৫২ 
খুলনা,বরিশাল ,মুলাদী ,কাজিরচর ,৮২৫১ 
খুলনা,বরিশাল ,মুলাদী ,মুলাদী ,৮২৫০ 
খুলনা,বরিশাল ,সাহেবগঞ্জ ,চরামন্ডি ,৮২৮১ 
খুলনা,বরিশাল ,সাহেবগঞ্জ ,কলসকাঠী ,৮২৮৪ 
খুলনা,বরিশাল ,সাহেবগঞ্জ ,পাদ্রি শিবপুর ,৮২৮২ 
খুলনা,বরিশাল ,সাহেবগঞ্জ ,সাহেবগঞ্জ ,৮২৮০ 
খুলনা,বরিশাল ,সাহেবগঞ্জ ,শিয়ালগুনী ,৮২৮৩ 
খুলনা,বরিশাল ,উজিরপুর ,ডাকুয়ারহাট ,৮২২৩ 
খুলনা,বরিশাল ,উজিরপুর ,ধামুরা ,৮২২১ 
খুলনা,বরিশাল ,উজিরপুর ,জুগিরকান্দা ,৮২২২ 
খুলনা,বরিশাল ,উজিরপুর ,শিকারপুর ,৮২২৪ 
খুলনা,বরিশাল ,উজিরপুর ,উজিরপুর ,৮২২০ 
খুলনা,ভোলা ,ভোলা সদর ,ভোলা সদর ,৮৩০০ 
খুলনা,ভোলা ,ভোলা সদর ,জয়নগর ,৮৩০১ 
খুলনা,ভোলা ,বোরহানউদ্দিন Upo ,বোরহানউদ্দিন Upo ,৮৩২০ 
খুলনা,ভোলা ,বোরহানউদ্দিন Upo ,Mirzakalu ,৮৩২১ 
খুলনা,ভোলা ,চরফ্যাশন ,চরফ্যাশন ,৮৩৪০ 
খুলনা,ভোলা ,চরফ্যাশন ,দুলারহাট ,৮৩৪১ 
খুলনা,ভোলা ,চরফ্যাশন ,কেরামতগঞ্জ ,৮৩৪২ 
খুলনা,ভোলা ,দৌলতখান ,দৌলতখান ,৮৩১০ 
খুলনা,ভোলা ,দৌলতখান ,হাজীপুর ,৮৩১১ 
খুলনা,ভোলা ,হাজিরহাট ,হাজিরহাট ,৮৩৬০ 
খুলনা,ভোলা ,হাটশশীগঞ্জ ,হাটশশীগঞ্জ ,৮৩৫০ 
খুলনা,ভোলা ,লালমোহন Upo ,দৌড়ীহাট ,৮৩৩১ 
খুলনা,ভোলা ,লালমোহন Upo ,গজারিয়া ,৮৩৩২ 
খুলনা,ভোলা ,লালমোহন Upo ,লালমোহন Upo ,৮৩৩০ 
খুলনা,ঝালকাঠি ,ঝালকাঠি সদর ,বাউকাঠি ,৮৪০২ 
খুলনা,ঝালকাঠি ,ঝালকাঠি সদর ,গাভা ,৮৪০৩ 
খুলনা,ঝালকাঠি ,ঝালকাঠি সদর ,ঝালকাঠি সদর ,৮৪০০ 
খুলনা,ঝালকাঠি ,ঝালকাঠি সদর ,নবগ্রাম ,৮৪০১ 
খুলনা,ঝালকাঠি ,ঝালকাঠি সদর ,শেখেরহাট ,৮৪০৪ 
খুলনা,ঝালকাঠি ,কাঁঠালিয়া ,আমুয়া ,৮৪৩১ 
খুলনা,ঝালকাঠি ,কাঁঠালিয়া ,কাঁঠালিয়া ,৮৪৩০ 
খুলনা,ঝালকাঠি ,কাঁঠালিয়া ,নিয়ামাতেই ,৮৪৩২ 
খুলনা,ঝালকাঠি ,কাঁঠালিয়া ,শৌলজালিয়া ,৮৪৩৩ 
খুলনা,ঝালকাঠি ,নলছিটি ,বীরকাঠি ,৮৪২১ 
খুলনা,ঝালকাঠি ,নলছিটি ,নলছিটি ,৮৪২০ 
খুলনা,ঝালকাঠি ,রাজাপুর ,রাজাপুর ,৮৪১০ 
খুলনা,পটুয়াখালী ,বাউফল ,বাগাবন্দর ,৮৬২১ 
খুলনা,পটুয়াখালী ,বাউফল ,বাউফল ,৮৬২০ 
